1362	That is somewhat explained at the end.
1363	I thought you liked to learn new things.
1364	Most people write about their daily life.
1365	If I could send you a marshmallow, Trang, I would.
1366	In order to do that, you have to take risks.
1367	Every person who is alone is alone because they are afraid of others.
1368	Why do you ask?
1369	I am not an artist. I never had the knack for it.
1370	I can't tell her now. It's not that simple anymore.
1371	I am a flawed person, but these are flaws that can easily be fixed.
1372	Whenever I find something I like, it's too expensive.
1373	How long did you stay?
1374	Maybe it will be exactly the same for him.
1375	Innocence is a beautiful thing.
1376	Humans were never meant to live forever.
1377	I don't want to lose my ideas, even though some of them are a bit extreme.
1378	I think I have a theory about that.
1380	You are saying you intentionally hide your good looks?
1381	I do not have an account in these forums.
1382	If anyone was to ask what the point of the story is, I really don't know.
1383	I didn't know where it came from.
1384	I think my living with you has influenced your way of living.
1385	This is not important.
1386	I didn't like it.
1387	She's asking how that's possible.
1388	You're just running away from life's problems.
1389	If you look at the lyrics, they don't really mean much.
1390	There's a problem there that you don't see.
1391	You can do it.
1392	My physics teacher doesn't care if I skip classes.
1393	I wish I could go to Japan.
1394	I hate it when there are a lot of people.
1395	I have to go to bed.
1396	After that, I left, but then I realized that I forgot my backpack at their house.
1397	I won't ask you anything else today.
1398	It may freeze next week.
1399	Even though he apologized, I'm still furious.
1400	The police will get you to find the bullets.
1401	Thanks for having explained to me at last why people take me for an idiot.
1402	That wasn't my intention.
1403	Thanks for your explanation.
1404	Theoretically, I'm doing math.
1406	If you didn't know me that way then you simply didn't know me.
1407	It almost scared me not to see you online for a whole day.
1408	I don't know what you mean.
1409	My computer has got to be useful for something.
1410	You wanted to tell me about freedom?
1411	Uh, now it's really weird...
1412	If I wanted to scare you, I would tell you what I dreamt about a few weeks ago.
1413	One can't expect everything from schools.
1414	There are many words that I don't understand.
1415	I don't like it when mathematicians who know much more than I do can't express themselves explicitly.
1416	You're really not stupid.
1417	I need to ask you a silly question.
1418	I don't know how to demonstrate it, since it's too obvious!
1419	I wouldn't have thought I would someday look up "Viagra" in Wikipedia.
1420	Can it be phrased in another way?
1421	No one will know.
1422	I found a solution, but I found it so fast that it can't be the right solution.
1423	It seems interesting to me.
1424	Except that here, it's not so simple.
1425	I like candlelight.
1426	What did you answer?
1427	No, he's not my new boyfriend.
1428	It's too bad that I don't need to lose weight.
1429	You never have class or what?!
1430	I will play Sudoku then instead of continuing to bother you.
1431	Where is the problem?
1432	I can only wait.
1433	It's not much of a surprise, is it?
1434	I love you.
1435	I don't like you anymore.
1436	I am curious.
1438	I don't want to wait that long.
1439	Why don't you come visit us?
1440	But the possibility seems unlikely.
1442	I shouldn't have logged off.
1443	I don't know what to do anymore.
1444	It is inevitable that I go to France someday, I just don't know when.
1445	I hate chemistry.
1446	I didn't want this to happen.
1447	You can probably guess what happens though.
1448	Next thing you know, you'll be in the papers.
1450	I am not much of a traveller.
1451	I have nothing better to do.
1452	I can't explain it either.
1454	Seriously though, episode 21 made me almost cry while laughing.
1455	It only shows you're not a robot.
1456	How could I be a robot? Robots don't dream.
1459	I don't know if I still have it.
1460	What do you think I've been doing?
1461	Don't underestimate my power.
1462	My mom doesn't speak English very well.
1463	I don't speak French well enough!
1464	I was wondering if you were going to show up today.
1465	Therein lies the problem.
1466	How do you find food in outer space?
1467	All you can do is trust one another.
1468	Everyone wants to meet you. You're famous!
1469	Why are you sorry for something you haven't done?
1470	I utterly despise formal writing!
1471	Foreign people intrigue me.
1472	Whatever I do, she says I can do better.
1473	What keeps you up so late?
1474	You'd be surprised what you can learn in a week.
1475	I don't have anyone who'd travel with me.
1476	You're not fast enough.
1477	Life is hard, but I am harder.
1478	Bearing can be unbearable.
1479	Stop it! You're making her feel uncomfortable!
1480	Nothing is beautiful but the truth.
1481	Tomorrow, he will land on the moon.
1482	I don't speak Japanese.
1485	I learned to live without her.
1486	It's useless to keep on thinking any more.
1487	I have too many things on my mind these days.
1488	I just wanted to check my email.
1489	Do you really need to ask the question to know the answer?
1490	You can't expect me to always think of everything!
1491	I suppose that behind each thing we have to do, there's something we want to do...
1492	You really don't have the right priorities!
1493	Don't expect others to think for you!
1494	You never have time for important things!
1495	It's no use pretending to make me believe that I believe things you don't believe!
1496	It would take me too much time to explain to you why it's not going to work.
1497	I'm so dumb... I'm trying to explain things to you that I don't understand myself.
1498	Stop seeing me as a "normal" person!
1500	There will always be things I will never learn, I don't have eternity before me!
1502	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.
1503	"A rolling stone gathers no moss" is a proverb.
1504	Would you like something to drink?
1505	"Who is it?" "It's your mother."
1506	"When will you be back?" "It all depends on the weather."
1507	"What's the matter?" asked the little white rabbit.
1508	"What's going on in the cave? I'm curious." "I have no idea."
1509	We must learn to live together as brothers, or we will perish together as fools.
1510	Uh... How's that working?
1511	"To tell you the truth, I am scared of heights." "You are a coward!"
1512	"Trust me," he said.
1514	"This looks pretty interesting," Hiroshi says.
1515	Their communication may be much more complex than we thought.
1516	"The phone is ringing." "I'll get it."
1517	"That's very nice of you," Willie answered.
1518	"Thank you for helping me." "Don't mention it."
1519	Someday I'll run like the wind.
1520	"She likes music." "So do I."
1521	Please don't cry.
1522	Let me know if there is anything I can do.
1523	It may be that the happiness awaiting us is not at all the sort of happiness we would want.
1524	It is up to you to decide whether we will go there or not.
1525	Class doesn't begin until eight-thirty.
1526	I want a boat that will take me far away from here.
1527	"I feel like playing cards." "So do I."
1528	"Haven't we met somewhere before?" asked the student.
1529	A Japanese would never do such a thing.
1530	Allen is a poet.
1531	The archer killed the deer.
1532	Communism will never be reached in my lifetime.
1533	Rye was called the grain of poverty.
1534	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.
1535	If you see a mistake, then please correct it.
1536	Place the deck of cards on the oaken table.
1537	The Germans are very crafty.
1538	If you don't eat, you die.
1539	How do you spell "pretty"?
1540	Why don't we go home?
1541	I'm sorry, I can't stay long.
1542	Ten years is a long time to wait.
1544	One million people lost their lives in the war.
1547	It is not rare at all to live over ninety years.
1549	First, I'm going to do an outline of my new website.
1550	Democracy is the worst form of government, except all the others that have been tried.
1551	When you're beginning to look like the photo in your passport, you should go on a holiday.
1553	Oh, my white pants! And they were new.
1554	With so many people around he naturally became a bit nervous.
1555	When I left the train station, I saw a man.
1557	You're an angel!
1558	People from Madrid are weird.
1559	Well, the night is quite long, isn't it?
1560	You're lucky because he didn't bite you.
1561	Did you miss me?
1563	Are they all the same?
1564	Thank you very much!
1565	Where are the eggs, please?
1566	I'll take him.
1567	It's a surprise.
1568	That's a good idea!
1569	Round trip? Only one-way.
1570	It's a pity when somebody dies.
1571	They were left speechless.
1572	Damn! It's not bad!
1573	Pull into shape after washing.
1574	Wash before first wearing.
1575	Don't open before the train stops.
1577	Those who live in glass houses should not throw stones.
1578	They say love is blind.
1579	Oh, I'm sorry.
1580	Math is like love: a simple idea, but it can get complicated.
1581	The only useful answers are those that raise new questions.
1582	To have doubts about oneself is the first sign of intelligence.
1583	Poor is not the one who has too little, but the one who wants too much.
1584	Seeing that you're not surprised, I think you must have known.
1585	How long does it take to get to the station?
1586	This will be a good souvenir of my trip around the United States.
1587	Excuse me; allow me to point out three errors in the above article.
1589	It is difficult to keep up a conversation with someone who only says "yes" and "no".
1590	Do you speak Italian?
1591	"I can't think with that noise," she said, as she stared at the typewriter.
1592	It is said that "Hamlet" is the most interesting play ever written.
1594	May I ask a question?
1595	"How do you feel?" he inquired.
1596	It's quite difficult to master French in 2 or 3 years.
1597	It's impossible for me to explain it to you.
1598	I don't want to spend the rest of my life regretting it.
1599	It would be fun to see how things change over the years.
1600	I would never have guessed that.
1601	Imagination affects every aspect of our lives.
1602	You'll forget about me someday.
1603	That is rather unexpected.
1604	I wonder how long it's going to take.
1605	I can't live without a TV.
1606	I couldn't have done it without you. Thank you.
1607	Nothing is achieved without effort.
1608	Many people drift through life without a purpose.
1609	Life without love is just totally pointless.
1610	Let me know if I need to make any changes.
1611	I think exams are ruining education.
1612	We can't sleep because of the noise.
1616	I can walk to school in 10 minutes.
1617	It took me more than two hours to translate a few pages of English.
1618	It is already eleven.
1619	May I talk to Ms. Brown?
1620	"Yes, orange juice please," says Mike.
1623	The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.
1624	You suck dude! I have to tell you everything!
1625	I have a bone to pick with you.
1626	Do you need me to give you some money?
1627	Paris is the most beautiful city in the world.
1629	Hey, I may have no money, but I still have my pride.
1630	I have a dream.
1631	This is my friend Rachel. We went to high school together.
1632	The cost of life increased drastically.
1633	All that which is invented, is true.
1634	To be surprised, to wonder, is to begin to understand.
1635	But the universe is infinite.
1636	To be perfect she lacked just one defect.
1637	And yet, the contrary is always true as well.
1638	We don't see things as they are, but as we are.
1639	The world is a den of crazies.
1640	You opened up my eyes to what it's like when everything is right.
1641	You found me where no one else was looking.
1642	You're by my side; everything's fine now.
1643	What do you mean you don't know?!
1644	You look stupid.
1645	I think I'm gonna go to sleep.
1646	My name is Jack.
1647	I like it very much.
1648	We're meeting up tomorrow?
1649	How do you say that in Italian?
1650	I have to go shopping. I'll be back in an hour.
1651	Is it far from here?
1652	These things aren't mine!
1653	Thanks, that's all.
1654	Would you like to dance with me?
1658	Italy is a very beautiful country.
1659	It's not my fault!
1660	I'd like to stay for one night.
1661	Could you dial for me? The telephone is too high.
1662	Is there a youth hostel near here?
1664	Open your mouth!
1665	Is it bad?
1666	I have lost my wallet.
1668	Love is never wasted.
1669	Life is what happens to you while you're busy making other plans.
1670	Not wanting is the same as having.
1671	He's very sexy.
1673	"Pass me the salt, please." "Here you are."
1674	There are too many things to do!
1676	Come on, play with me, I'm so bored!
1677	Don't you even think of eating my chocolate!
1678	Stop asking me for a drink! Go get it yourself.
1679	Thanks to you I've lost my appetite.
1680	I really need to hit somebody.
1681	Who doesn't know this problem?!
1682	It has been so long since I last went to Disneyland with my family.
1683	My parents keep arguing about stupid things. It's so annoying!
1684	If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.
1685	My friends always say I'm too calm, but my family always says I'm too annoying.
1686	I hate those spiders. They're always there to freak me out when I'm cleaning.
1687	So annoying... Now I get a headache whenever I use the computer!
1688	It's so hot that you could cook an egg on the hood of a car.
1689	It is very hot today.
1691	I never saw a red fridge.
1693	Better to be hated for who you are than loved for who you're not.
1694	It's lonely in the saddle since the horse died.
1695	Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.
1696	My eyes are an ocean in which my dreams are reflected.
1697	You know the phrase, we reap what we sow. I have sown the wind and this is my storm.
1698	Look at me when I talk to you!
1699	What would the world be without women?
1700	What if you gave a speech and nobody came?
1701	I don't know what to say to make you feel better.
1702	This is not my type.
1703	I was trying to kill time.
1704	How did you come up with this crazy idea?
1705	I'm tired.
1706	Who wants some hot chocolate?
1707	Speak more slowly, please!
1709	When do we arrive?
1710	The check, please.
1712	I have a headache.
1713	Where can one make a phone call?
1714	I must admit that I snore.
1715	Tonight we're going to church.
1716	How are you? Did you have a good trip?
1717	I don't feel well.
1718	Call the police!
1719	It's too expensive!
1720	She's faking sleep. That's why she's not snoring.
1721	My shoes are too small. I need new ones.
1722	We're getting out of here. The cops are coming.
1723	Merry Christmas!
1724	It would be so cool if I could speak ten languages!
1725	"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."
1727	It's a complete mess, and it's getting on my nerves.
1728	When the body is touched, receptors in the skin send messages to the brain causing the release of chemicals such as endorphins.
1729	What does it involve?
1730	One hundred and fifty thousand couples are expected to get married in Shanghai in 2006.
1731	Those selected will have to face extensive medical and psychological tests.
1732	Half a million children still face malnutrition in Niger.
1733	It will take five to ten years for the technology to be ready.
1734	Bicycles are tools for urban sustainability.
1735	The French government has launched an online game that challenges taxpayers to balance the national budget.
1736	He would be glad to hear that.
1737	What do you believe is true even though you cannot prove it?
1738	Computers make people stupid.
1739	Don't ask what they think. Ask what they do.
1740	When you're trying to prove something, it helps to know it's true.
1741	What changes the world is communication, not information.
1742	Most scientific breakthroughs are nothing else than the discovery of the obvious.
1743	If you don't understand something, it's because you aren't aware of its context.
1744	The past can only be known, not changed. The future can only be changed, not known.
1745	The key question is not what can I gain but what do I have to lose.
1747	Any universe simple enough to be understood is too simple to produce a mind able to understand it.
1748	Why is life so full of suffering?
1749	Despite the importance of sleep, its purpose is a mystery.
1750	What does it mean to have an educated mind in the 21st century?
1751	Passion creates suffering.
1752	The train from Geneva will arrive at the station.
1753	I would like to give him a present for his birthday.
1754	I'm starving!
1756	A cubic meter corresponds to 1000 liters.
1757	I have so much work that I will stay for one more hour.
1758	I am married and have two children.
1759	He plays the piano very well.
1760	I see it rarely.
1761	I'd like to study in Paris.
1763	Why don't you eat vegetables?
1766	The car crashed into the wall.
1767	There are no real visions.
1768	There's no point saying "Hi, how are you?" to me if you have nothing else to say.
1769	In a dictionary like this one there should be at least two sentences with "fridge".
1770	Creationism is a pseudo-science.
1771	The wind calmed down.
1772	I don't want to propose to you!
1773	Give me time to give you everything I have!
1774	A democrat is a free citizen who yields to the will of the majority.
1775	Where there's a will, there's a way.
1777	Rome wasn't built in a day.
1778	Silence gives consent.
1779	"Have you finished?" "On the contrary, I have not even begun yet."
1780	"Good morning", said Tom with a smile.
1781	Why does one say "Good day" when the day is not good?
1782	Wine is poetry in bottles.
1783	That was the best day of my life.
1784	I don't understand German.
1785	I made my decision.
1786	I give you my word.
1788	You are the great love of my life.
1789	Being objective means not telling everybody whose side you are on.
1791	The whole is greater than the sum of the parts.
1792	A mathematical truth is neither simple nor complicated; it is.
1793	Mathematicians are poets, except that they have to prove what their fantasy creates.
1794	Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.
1795	An expert is someone who knows some of the worst mistakes that can be made in his field, and how to avoid them.
1796	Doing math is the only socially acceptable way to masturbate in public.
1797	There are 10 types of people in the world: those who understand binary, and those who don't.
1798	I don't think, therefore I am not.
1799	Nowadays we want our children to make their own decisions, but we expect those decisions to please us.
1800	Don't worry, be happy!
1801	I find foreign languages very interesting.
1802	I don't like learning irregular verbs.
1803	Take a book and read it.
1804	Face life with a smile!
1805	Most schools were designed not to transform society, but to reproduce it.
1806	You make me dream.
1807	I'm beside myself with joy.
1808	He's already a man.
1809	The vacation is over now.
1810	I'm afraid to fall.
1811	Evening dress is desired.
1812	That's the absolute truth.
1813	It's cold.
1814	I'm thirsty.
1815	When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.
1818	Give him an inch and he'll take a yard.
1819	You did this intentionally!
1820	You didn't tell him anything?
1821	You made me lose my mind.
1822	You're my type.
1823	You're irresistible.
1824	Could you call again later, please?
1826	I accept, but only under one condition.
1827	Smile now, cry later!
1828	At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.
1829	Life is beautiful.
1830	There are days where I feel like my brain wants to abandon me.
1831	I can't cut my nails and do the ironing at the same time!
1832	I can't take it anymore! I haven't slept for three days!
1833	He doesn't want you to tell him about your sex life.
1834	Have you ever eaten a banana pie?
1835	Why would you marry a woman if you like men?
1836	If you can't have children, you could always adopt.
1838	What made you change your mind?
1839	Hey, look, a three-headed monkey!
1840	It's a pity that you can't buy miracles like you would buy potatoes.
1841	I love lasagna.
1842	If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.
1843	Half an eye is very useful actually, because an animal can see half of another animal, which wants to eat it, and can get out of the way, and it will eat the animal, which has only one-half eye or only 49% of an eye, because this to it will not be enough, and the animal, which was eaten up, will have no children, because it is dead.
1844	Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it.
1845	If you raise an eyebrow, it can mean "I want to have sex with you", but also "I find that what you just said is completely idiotic."
1846	The brain is just a complicated machine.
1847	A schedule is an identity card for time, but, if you don't have a schedule, the time isn't there.
1848	This baby penguin is too cute!
1850	I'm at the hospital. I got struck by lightning.
1851	Let's face it, it's impossible. We're never gonna make it.
1852	What is your greatest source of inspiration?
1853	You don't marry someone you can live with — you marry the person whom you cannot live without.
1854	In theory, there is no difference between theory and practice. But, in practice, there is.
1855	Don't stay in bed, unless you can make money in bed.
1856	There are people in the world so hungry, that God cannot appear to them except in the form of bread.
1857	Anything that is too stupid to be spoken is sung.
1858	It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.
1860	I don't want to go to school.
1861	It's over between us. Give me back my ring!
1863	I was planning on going to the beach today, but then it started to rain.
1864	She's really smart, isn't she?
1865	An opinion is shocking only if it is a conviction.
1866	People who love doubt nothing, or doubt everything.
1867	Justice is expensive.
1868	Liberty consists of being able to make everything as harmless as possible.
1869	The slowest one to make a promise is the most faithful one in keeping it.
1870	Every opinion is a mixture of truth and mistakes.
1871	Life is a fatal sexually transmitted disease.
1872	If two men always have the same opinion, one of them is unnecessary.
1873	Our opinion is an idea which we have; our conviction an idea which has us.
1874	Tomorrow, I'm going to study at the library.
1875	Too late.
1876	I went to the zoo yesterday.
1877	We won the battle.
1878	Hello? Are you still here?
1879	I make lunch every day.
1880	I watched TV this morning.
1881	I read a book while eating.
1882	I slept a little during lunch break because I was so tired.
1883	I started learning Chinese last week.
1884	It is easier to hit on people on the Internet than in the street.
1885	I live near the sea, so I often get to go to the beach.
1886	Someday I will buy a cotton candy machine.
1887	It's practical to have a laptop.
1888	Your glasses fell on the floor.
1889	How many times a day do you look at yourself in the mirror?
1890	We went to London last year.
1891	She doesn't want to talk about it.
1892	I lost my inspiration.
1894	If you don't have anything to do, look at the ceiling of your room.
1895	It doesn't mean anything!
1896	Be patient please. It takes time.
1897	Close the door when you leave.
1898	This is such a sad story.
1899	If there's no solution, then there's no problem.
1900	My little brother is watching TV.
1901	It's presumptuous for humans to assume that our task is to do what only God can do.
1902	An astute reader should be willing to weigh everything they read, including anonymous sources.
1903	Denying she was an anarchist, Katja maintained she wished only to make changes in our government, not to destroy it.
1904	Blindness is responsible for a staggering toll of poor health, suffering, and loss of dignity and diminution in the quality of lives of people worldwide.
1905	The formation and movement of hurricanes are capricious, even with our present-day technology.
1906	When you send a telegram, brevity is essential because you will be charged for every word.
1907	David has a keen interest in aesthetics — the qualities that make a painting, sculpture, musical composition, or poem pleasing to the eye, ear, or mind.
1908	Despite Trang's constant affirmations of love, Spenser is still afraid someday she will fall out of love with him.
1909	You met him at the university?
1910	Aaah!! My computer is broken!
1911	The private colleges and universities of the United States are autonomous.
1912	Every time I join a new game of Warcraft, I am pitted against a new team of adversaries.
1913	From the moment that I knew that the university existed, I've wanted to go there.
1914	My apathy for voting comes from my distaste for politics.
1916	Sarah was discerning enough to realize that her friends were trying to prank her.
1917	The orchestra makes discordant noises when tuning up.
1918	The discrepancy between the stories of the two parties involved in the accident was so great that the authorities had a hard time deciding which side was telling the truth.
1920	I have a great fear of being disdained by those I love and care about.
1921	Most people have a great disinclination to get out of bed early, even if they have to.
1922	Most people only want to hear their own truth.
1923	The audience acclaimed the actors for their performance.
1924	It is good to have ideals... don't you think?
1925	The student decided to abridge his paper by taking out unnecessary details.
1926	People in the world are always advocating for more freedom and equality.
1927	Politicians are always censured for outrageous or inappropriate behavior.
1928	Ms. Eichler had a notorious reputation for being austere to her students.
1929	If you don't listen to us, we will have to resort to coercion.
1930	When I have migraines, aspirin doesn't alleviate the pain for me.
1931	Spenser's sarcastic and joking remarks are often misinterpreted as signs of ambivalence and often taken too seriously.
1932	My mother prefers the arbitrary selection of the lottery machines over my lucky numbers.
1933	To him, hunger was an abstract concept; he always had enough to eat.
1934	The convicted drug dealer was willing to comply with the authorities to have his death sentence reduced to a life sentence.
1935	I consider the Jehovah's witnesses who knock on my door all the time to be no different from religious zealots trying to force their beliefs on me.
1936	The war on Iraq is a volatile subject of political debate; any wrong word and a heated argument could spark.
1937	My next door neighbor is a virtuoso whose skills with the piano have earned him a name among music experts.
1938	He was sick of being vilified all the time by people who were jealous of his ability.
1940	Even people who don't believe in the Catholic church venerate the Pope as a symbolic leader.
1941	Unsure of which suitor she wanted to marry, the princess vacillated, saying now one, now the other.
1942	With the heirless king going crazy and royal family poisoned, the general of the army finally had his chance to usurp the throne.
1943	The recent scandals involving altar boys and religious leaders have undermined the faith people have in the Church.
1944	As the plane was approaching turbulence, the pilot asked the passengers aboard the plane to fasten their seat belts.
1945	There is a fine line between speech that is terse and to the point and speech that is too abrupt.
1946	Though his stay in Europe was transient, Spenser felt he had learned much more about interactions with other people from traveling than he did at college.
1947	Jason was a taciturn individual, so it was always a real surprise when he said anything.
1948	The king was tired of his sycophants always praising him, so he sent them away.
1949	Spenser would not tell anyone his surreptitious plan to get back at his friends for pranking him.
1950	If Spenser doesn't keep adding and translating sentences, the other contributors will surely surpass him.
1951	There was always too much superfluous writing in his essays.
1952	His essay gave only a superficial analysis of the problem, so it was a real surprise to him when he got the highest grade in the class.
1953	It depends what you mean by "believe" in God.
1954	Professors should explain everything in detail, not be succinct and always tell students to go home and read their books.
1955	If I gave no answer, I would not have spoken.
1956	Prosecutors in court have to substantiate their claims in order to prove a suspect is guilty.
1957	The people who come on the Maury Povich show often make pretentious claims about their lovers cheating on them.
1958	It is a prevalent belief, according to a nationwide poll in the United States, that Muslims are linked with terrorism.
1959	My roommate is prodigal when it comes to spending money on movies; he buys them the day they're released, regardless of price.
1960	The profane language used on network television makes many parents with young children not want to subscribe to cable.
1961	Freud's insights into human behavior led to him being honored as a profound thinker.
1962	Food and drink were served in such profusion at the wedding that the bride and groom began to wonder if they should not have invited more guests.
1963	The proliferation of Internet usage has given birth to a new generation of young people.
1964	My friends say I'm a prolific writer, but I haven't written anything for months.
1965	Blind people sometimes develop a compensatory ability to sense the proximity of objects around them.
1966	A miser hoards money not because he is prudent but because he is greedy.
1967	When both girls told John they had feelings for him, he was in a quandary as to which girl he should be with.
1968	Even now, many years after the Cold War, there is still much rancor between the Russians and the Germans, especially in areas once occupied by the Soviet Union.
1969	The defense lawyer was confident that he would be able to answer the prosecutor's arguments in his rebuttal.
1970	Johnson is a recluse; he prefers to isolate himself from the rest of the students in our class.
1971	Teachers must get tired of rectifying the same mistakes over and over again in their students' papers.
1972	The bottles of beer that I brought to the party were redundant; the host's family owned a brewery.
1973	The witnesses were able to refute the false testimony of the suspect.
1974	The guild leader relegated Vince to a lesser officer because he was abusing his power.
1975	Joan of Arc refused to renounce her belief that the voice she heard was from God and none other.
1976	Shocked by the events of September 11th, politicians all over the world condemned the terrorists for their reprehensible deed.
1977	James had a great fear of making mistakes in class and being reprimanded.
1978	The principal severely reproved the students whenever they made a mess in the hallway.
1979	My parents would repudiate my brother if they ever found out he was gay.
1980	In order to keep his original idea from being copied, Henry resorted to reticence.
1981	I would like to retract my previous statement.
1982	To win his audience, the speaker resorted to using rhetorical techniques he learned from his communication courses.
1983	His father would never sanction his engagement to a girl who did not share the same religious beliefs as their family.
1984	Tim is a huge fan of satirical comedy.
1985	Though Alfred is scrupulous in fulfilling his duties at work, he is less conscientious about his obligations at home.
1986	Spenser's mother often scrutinizes him for every small mistake he makes.
1987	All the king's subjects, fearing his wrath, often acted quite servile.
1988	People are often quite skeptical about things unless given believable proof.
1989	From the doctor's grim expression, it was clear he had somber news for the patient.
1990	I always have to check my yard for stagnant pools of water so mosquitoes don't breed there.
1991	Sometimes he has difficulty being articulate about his views.
1992	Peter was an altruistic video game player; he would give items to people who needed them, rather than selling them for personal profit.
1993	Jimmy tried to cajole his parents into letting him drive across the country with his friends.
1994	Censorious people delight in casting blame.
1995	Pop artists thrive on the adulation of their loyal fans.
1996	We must learn to meet adversity gracefully.
1997	Bill Clinton spoke in ambiguous language when asked to describe his relationship with Monica Lewinsky.
1998	He was a benevolent old man who volunteered to mow his neighbors' lawns for free.
1999	His stern tone and loud voice belied his inner sensitivity and caring nature.
2000	The wealthy, self-indulgent young man felt oddly drawn to the strict, ascetic life led by members of some monastic orders.
2001	The statue of the Minute Man commemorates the valiant soldiers who fought in the Revolutionary War.
2002	Baffled by Sherlock Holmes' cryptic remarks, Watson wondered whether Holmes was intentionally concealing his thoughts about the crime.
2003	What criterion did you use when you elected this essay as the winner?
2004	Con artists take advantage of the credulity of inexperienced investors and swindle them out of their money.
2005	I cannot dance one single step of Salsa.
2006	Even if your sentences were actually senseless, you at least have the luck to be able to form beautiful sentences.
2007	I like my job very much.
2008	Ray was willing to corroborate Gary's story, but the police were still unconvinced that either of them were telling the truth.
2009	The murderer was convicted and sentenced to life in prison.
2010	Sometimes hockey players get so competitive that fights break out.
2011	There was a feeling of constraint in the room; no one dared to tell the king how foolish his decision was.
2012	The consensus indicates that we are opposed to the proposed idea.
2013	A small forest fire can easily spread and quickly become a great conflagration.
2014	Even though he had served his time in prison, the murderer was never quite condoned by the public for his crime.
2015	I find words with concise definitions to be the easiest to remember.
2016	He was still mad about the accident despite his wife's conciliatory words.
2017	A cursory examination of his teeth indicated that he had gingivitis.
2018	It was a surprise to see all the students behaving with decorum on prom night.
2019	The news article painted the defendant as a guilty man, even though he had been proven innocent.
2020	The politician pushed for reform by denouncing the corruption of the government officials.
2021	The depravity of the king's deeds led the people to believe he was nothing more than a tyrant that needed to be overthrown.
2023	I have to get a new computer.
2024	I won't lose!
2025	I was late to school.
2026	Classes are starting again soon.
2027	I think I'm gonna sneeze. Give me a tissue.
2028	For a moment there, I thought he had gone mad.
2029	This day was just a waste of time and money.
2030	It caught me off guard; I didn't know what to do.
2032	I've changed my website's layout.
2033	When we are small, everything seems so big.
2034	He won't beat me.
2035	I have to do laundry while it's still sunny.
2036	Sorry, I don't think I'm gonna be able to.
